,IGN_DATE,FIRE_CAUSE,FIRE_TYPE,LATITUDE,LONGITUDE,SIZE_HA
V90707,20100731.1922,Person,Nuisance Fire,50.5322,-127.4355,0.0
V80363,20030807.2155,Person,Nuisance Fire,49.6605,-125.0915,0.0
V10612,20120902.1358,Person,Nuisance Fire,49.23730000000001,-121.6031,0.0
C50796,20170707.1443,Lightning,Fire,51.9608,-125.0987,0.0
V80960,20090725.2025,Person,Nuisance Fire,49.6951,-125.0025,0.0
V90526,20120825.1458,Person,Nuisance Fire,50.5318,-127.4328,0.0
V10129,20130701.1606,Person,Nuisance Fire,49.4389,-121.2917,0.0
K31830,20090903.1327,Person,Nuisance Fire,50.9103,-119.4535,0.0
R50081,20120804.2125,Person,Nuisance Fire,54.24950000000001,-128.4844,0.0
V70060,20080516.1454,Person,Nuisance Fire,49.313,-124.6616,0.0
V10607,20100727.0741,Person,Nuisance Fire,49.1102,-121.8795,0.0
V11275,20100912.1454,Person,Nuisance Fire,49.6037,-121.8252,0.0
V71089,20100824.1309,Person,Nuisance Fire,49.3443,-124.9124,0.0
R10046,20090517.0826,Person,Nuisance Fire,54.1903,-125.51,0.0
V10020,20070510.1502,Person,Nuisance Fire,49.56200000000001,-121.4098,0.0
V60519,20090629.1721,Person,Nuisance Fire,49.085,-124.2996,0.0
G80240,20000728.13,Person,Nuisance Fire,56.3333,-121.0,0.0
V11505,20090815.2116,Person,Nuisance Fire,49.0325,-122.6452,0.0
V10101,20110523.2056,Person,Nuisance Fire,49.5946,-121.9262,0.0
V70111,20100524.1546,Person,Nuisance Fire,49.2954,-124.4706,0.0
V10122,20080531.2348,Person,Nuisance Fire,49.23,-121.76,0.0
G10272,20000811.1315,Person,Nuisance Fire,53.7,-122.6917,0.0
V90652,20100730.1459,Person,Nuisance Fire,50.527,-127.4338,0.0
V10877,20090723.1403,Person,Nuisance Fire,49.29980000000001,-121.9325,0.0
V30109,20020623.1136,Person,Nuisance Fire,50.16670000000001,-122.9317,0.0
V10316,20100704.1924,Person,Nuisance Fire,49.2984,-122.3314,0.0
V10081,20120526.1931,Person,Nuisance Fire,49.05710000000001,-121.9673,0.0
V50328,20120812.1325,Person,Nuisance Fire,49.91820000000001,-124.4814,0.0
V70642,20090706.1215,Person,Nuisance Fire,49.25870000000001,-124.2487,0.0
V10185,20160703.1832,Person,Nuisance Fire,49.5365,-121.7611,0.0
V10341,20140803.181,Person,Nuisance Fire,49.537,-121.8603,0.0
V81149,20100828.2135,Person,Nuisance Fire,50.0469,-125.3083,0.0
R10112,20090712.1445,Person,Nuisance Fire,54.0234,-125.7545,0.0
V60114,20110602.1414,Person,Nuisance Fire,48.4333,-123.9833,0.0
V70163,20110612.161,Person,Nuisance Fire,49.1,-124.18,0.0
V10803,20090719.23,Person,Nuisance Fire,49.08,-122.18,0.0
V10610,20110814.1405,Person,Nuisance Fire,49.0833,-121.723,0.0
V30652,20090706.1723,Person,Nuisance Fire,49.7255,-122.1401,0.0
V91493,20090815.1444,Person,Nuisance Fire,50.7039,-127.4953,0.0
V10875,20110905.1353,Person,Nuisance Fire,49.2379,-121.604,0.0
V11833,20091003.1525,Person,Nuisance Fire,49.3662,-121.8702,0.0
V30875,20090723.1253,Person,Nuisance Fire,49.8061,-123.1058,0.0
V30192,20090529.1827,Person,Nuisance Fire,49.5991,-123.2614,0.0
V30159,20140701.232,Person,Nuisance Fire,49.7441,-123.0774,0.0
V10733,20120909.1246,Person,Nuisance Fire,49.46700000000001,-121.766,0.0
V10145,20080611.0229,Person,Nuisance Fire,49.0942,-121.9711,0.0
V10768,20110828.1405,Person,Nuisance Fire,49.5089,-121.7689,0.0
V10415,20130803.1843,Person,Nuisance Fire,49.40960000000001,-121.3154,0.0
G10211,20000712.18,Person,Smoke Chase,53.8167,-123.0833,0.0
V50598,20120901.1317,Person,Nuisance Fire,49.9195,-124.481,0.0
V71076,20100822.2021,Person,Nuisance Fire,48.9958,-123.79299999999999,0.0
V10285,20150705.185,Person,Nuisance Fire,49.43600000000001,-121.8403,0.0
V10349,20140804.1626,Person,Nuisance Fire,49.6704,-122.0165,0.0
V70605,20100727.0012,Person,Nuisance Fire,49.0516,-125.713,0.0
V10037,20150517.143,Person,Nuisance Fire,49.2289,-121.6041,0.0
V10185,20010722.171,Person,Nuisance Fire,49.4333,-121.82,0.0
G80820,20180622.094,Lightning,Duplicate,56.598000000000006,-120.2967,0.0
V50535,20100723.2322,Person,Nuisance Fire,49.5403,-124.2381,0.0
V10196,20140712.1532,Person,Nuisance Fire,49.1125,-121.6271,0.0
V50271,20130722.1632,Person,Nuisance Fire,49.5169,-123.8353,0.0
V30600,20130817.1808,Person,Nuisance Fire,49.943999999999996,-123.3058,0.0
V90152,20100612.1357,Person,Nuisance Fire,50.2714,-126.8536,0.0
V60027,20130517.0948,Person,Nuisance Fire,48.9667,-123.8334,0.0
V80670,20120902.2241,Person,Nuisance Fire,49.71550000000001,-125.1261,0.0
V10099,20010708.161,Person,Nuisance Fire,49.1,-121.55,0.0
V60810,20100803.1339,Person,Nuisance Fire,48.6479,-124.2217,0.0
V30405,20120818.1925,Person,Nuisance Fire,50.188,-122.4224,0.0
V60199,20080630.1815,Person,Nuisance Fire,48.8624,-123.6362,0.0
V10094,20100524.1351,Person,Nuisance Fire,49.6573,-121.9942,0.0
V70976,20090725.2155,Person,Nuisance Fire,49.1203,-124.4569,0.0
V30230,20030722.2009,Person,Nuisance Fire,50.1576,-122.4883,0.0
V10052,20140519.1837,Person,Nuisance Fire,49.09,-121.6085,0.0
V10110,20160605.1445,Person,Nuisance Fire,49.89230000000001,-121.4739,0.0
R10047,20030605.1024,Person,Nuisance Fire,54.2389,-125.7,0.0
V60503,20080813.0746,Person,Nuisance Fire,48.7686,-123.6089,0.0
V80778,20110828.1505,Person,Nuisance Fire,50.2852,-125.6467,0.0
V50562,20100724.2155,Person,Nuisance Fire,49.8841,-124.6512,0.0
V10115,20100524.1643,Person,Nuisance Fire,49.09050000000001,-121.6097,0.0
V10551,20140917.1902,Person,Nuisance Fire,49.36680000000001,-123.0833,0.0
V60139,20080608.1801,Person,Nuisance Fire,48.8304,-123.7571,0.0
C50047,20080524.1746,Person,Nuisance Fire,52.1133,-123.23,0.0
V30291,20110703.1926,Person,Nuisance Fire,49.9104,-123.1557,0.0
V70157,20170525.1637,Person,Nuisance Fire,49.1677,-124.0193,0.0
G50689,20180620.1825,Unknown,Smoke Chase,54.5926,-125.0684,0.0
V10736,20120909.1323,Person,Nuisance Fire,49.2169,-121.6038,0.0
V30548,20170703.1341,Person,Nuisance Fire,50.5642,-122.5865,0.0
V10285,20160801.1611,Person,Nuisance Fire,49.6007,-121.8264,0.0
V10298,20100704.151,Person,Nuisance Fire,49.6007,-121.826,0.0
V10285,20130726.0024,Person,Nuisance Fire,49.30580000000001,-122.2423,0.0
V11193,20180715.1641,Person,Nuisance Fire,49.6034,-121.8252,0.0
G11285,20170722.2212,Person,Nuisance Fire,54.9053,-122.9387,0.0
G70133,20060509.144,Person,Nuisance Fire,55.9117,-120.6136,0.0
V70247,20070728.2145,Person,Nuisance Fire,49.537,-124.9766,0.0
V30068,20080517.2128,Person,Nuisance Fire,49.88220000000001,-123.2712,0.0
V11007,20180702.1855,Person,Nuisance Fire,49.2378,-121.6036,0.0
N10238,20060716.1306,Person,Nuisance Fire,49.3449,-115.2678,0.0
V10410,20090614.2037,Person,Nuisance Fire,50.0017,-121.5687,0.0
V10594,20130817.1429,Person,Nuisance Fire,49.0893,-121.6864,0.0
V30663,20120903.1514,Person,Nuisance Fire,50.11340000000001,-123.3873,0.0
R50093,20120806.2237,Person,Nuisance Fire,54.3981,-129.0592,0.0
V50520,20120825.1334,Person,Nuisance Fire,49.9056,-124.52,0.0
R92071,20180803.193,Lightning,Fire,59.2582,-128.4802,0.0
V50042,20100513.1302,Person,Nuisance Fire,49.7944,-124.4714,0.0
V50592,20120831.1903,Person,Nuisance Fire,49.847,-124.4461,0.0
V30028,20120517.1321,Person,Nuisance Fire,50.3114,-122.7892,0.0
V10490,20140901.1557,Person,Nuisance Fire,49.6331,-121.9709,0.0
V30357,20110711.0822,Person,Nuisance Fire,50.0741,-123.0273,0.0
V80744,20131027.173,Person,Nuisance Fire,49.9057,-126.0635,0.0
C20469,20090731.2311,Lightning,Fire,52.1552,-121.9354,0.0
V71504,20090816.0859,Person,Nuisance Fire,49.2664,-124.9545,0.0
V30480,20090627.1849,Person,Nuisance Fire,50.188,-122.4711,0.0
V90475,20140831.144,Person,Nuisance Fire,50.4333,-127.3667,0.0
V10901,20110905.1648,Person,Nuisance Fire,49.1224,-121.5877,0.0
V31522,20090817.1255,Person,Nuisance Fire,50.0634,-123.0985,0.0
V10731,20110823.1601,Person,Nuisance Fire,49.37900000000001,-122.9352,0.0
V13139,20181018.162,Person,Nuisance Fire,49.3205,-121.6569,0.0
V10578,20090704.1958,Person,Nuisance Fire,49.3457,-121.8342,0.0
V60679,20090709.2139,Person,Nuisance Fire,48.4909,-123.3413,0.0
V80369,20000923.1819,Person,Nuisance Fire,49.9235,-125.184,0.0
V10127,20090518.1948,Person,Nuisance Fire,49.0928,-121.682,0.0
V70020,20000515.074,Person,Nuisance Fire,49.16670000000001,-124.7667,0.0
V10118,20120708.113,Person,Nuisance Fire,49.24930000000001,-122.242,0.0
V30588,20120830.1817,Person,Nuisance Fire,49.9596,-123.1857,0.0
V10513,20110801.1713,Person,Nuisance Fire,49.4937,-121.1803,0.0
V60276,20110703.1437,Person,Nuisance Fire,48.7711,-123.9515,0.0
V70252,20050809.0851,Person,Nuisance Fire,49.3418,-124.6568,0.0
V10150,20140701.1355,Person,Nuisance Fire,49.08750000000001,-121.689,0.0
V70197,20160707.1059,Unknown,Other,49.27370000000001,-125.186,0.0
V30583,20090704.2336,Person,Nuisance Fire,50.1107,-123.4052,0.0
V10192,20010722.2037,Person,Nuisance Fire,49.4501,-122.335,0.0
V30773,20090719.0701,Person,Nuisance Fire,50.31,-122.8,0.0
V70694,20080916.1904,Person,Nuisance Fire,49.038999999999994,-123.9055,0.0
V70265,20110702.154,Person,Nuisance Fire,49.05,-123.65,0.0
V71078,20100822.2113,Person,Nuisance Fire,49.1011,-123.8318,0.0
V80728,20131018.1749,Person,Nuisance Fire,49.8932,-126.0573,0.0
V10141,20120714.1535,Person,Nuisance Fire,48.47470000000001,-121.2527,0.0
V50566,20110807.0708,Person,Nuisance Fire,50.0673,-124.9116,0.0
V11614,20090824.2,Person,Nuisance Fire,49.0701,-120.7225,0.0
V10471,20110731.1607,Person,Nuisance Fire,49.294,-122.2712,0.0
C31168,20170707.1646,Lightning,Fire,52.61060000000001,-121.1898,0.0
V10062,20160522.1458,Person,Nuisance Fire,49.791,-121.5962,0.0
V60218,20070716.1858,Person,Nuisance Fire,48.5318,-124.4576,0.0
V50192,20080629.1826,Person,Nuisance Fire,49.5412,-123.9141,0.0
V71883,20091018.145,Person,Nuisance Fire,49.2423,-124.72399999999999,0.0
V10424,20110724.2028,Person,Nuisance Fire,49.1117,-121.6311,0.0
V60255,20040628.1636,Unknown,Nuisance Fire,48.46870000000001,-123.382,0.0
V10795,20120916.1645,Person,Nuisance Fire,49.5186,-121.7675,0.0
V10473,20160904.2142,Person,Nuisance Fire,49.5409,-121.9004,0.0
V30013,20110423.1348,Person,Nuisance Fire,50.3391,-122.7641,0.0
V80041,20080505.1241,Person,Nuisance Fire,50.11,-125.3689,0.0
V30379,20070823.0826,Person,Nuisance Fire,50.2487,-122.5768,0.0
V90448,20120819.171,Person,Nuisance Fire,50.1862,-126.6239,0.0
V30482,20130806.1217,Person,Nuisance Fire,49.8815,-123.2656,0.0
K20081,20090427.194,Unknown,Other,50.7243,-120.0164,0.0
V60140,20100605.2205,Person,Nuisance Fire,48.7777,-123.8353,0.0
V50803,20110829.1448,Person,Nuisance Fire,49.88399999999999,-124.1362,0.0
V70088,20080523.2209,Person,Nuisance Fire,49.2676,-124.7468,0.0
V70120,20030628.1234,Person,Nuisance Fire,48.9923,-123.76899999999999,0.0
V10120,20090517.1705,Person,Nuisance Fire,49.5343,-121.8721,0.0
V70451,20110729.1559,Person,Nuisance Fire,49.1941,-124.06299999999999,0.0
V10339,20140803.1716,Person,Nuisance Fire,49.5948,-121.9263,0.0
V10010,20070504.1208,Person,Nuisance Fire,49.40470000000001,-121.3135,0.0
V30330,20180521.1824,Person,Nuisance Fire,50.0625,-123.3314,0.0
V70259,20140716.1413,Person,Nuisance Fire,49.0686,-123.803,0.0
V30268,20040630.1428,Person,Nuisance Fire,50.4105,-122.3743,0.0
V70621,20080901.1604,Person,Nuisance Fire,49.0858,-123.8867,0.0
V60343,20100708.1211,Person,Nuisance Fire,48.9322,-123.5749,0.0
K60589,20070711.1532,Person,Nuisance Fire,49.8,-121.0,0.0
V70356,20100709.2142,Person,Nuisance Fire,49.08,-125.83,0.0
G90228,20160612.155,Lightning,Smoke Chase,58.8945,-122.9098,0.0
V10050,20130520.1444,Person,Nuisance Fire,49.59560000000001,-121.9294,0.0
V30054,20050526.2145,Person,Nuisance Fire,50.13,-122.8,0.0
G10762,20180621.1653,Unknown,Smoke Chase,54.4528,-121.304,0.0
V70058,20040502.2013,Person,Nuisance Fire,49.09,-124.0367,0.0
V10123,20130701.1515,Person,Nuisance Fire,49.63220000000001,-121.9691,0.0
V10254,20100702.1427,Person,Nuisance Fire,49.3304,-121.9879,0.0
V10309,20100704.1728,Person,Nuisance Fire,49.9969,-121.5545,0.0
V70480,20120820.1616,Person,Nuisance Fire,48.9302,-123.6329,0.0
V11640,20090828.1316,Person,Nuisance Fire,49.5288,-121.7629,0.0
V80587,20080822.0154,Person,Nuisance Fire,49.75,-125.3,0.0
G70092,20020528.1028,Person,Nuisance Fire,55.7757,-121.4535,0.0
V10306,20130728.1528,Person,Nuisance Fire,49.2445,-121.3914,0.0
V60605,20110814.1045,Person,Nuisance Fire,48.65810000000001,-124.4623,0.0
V32061,20170905.1337,Person,Nuisance Fire,50.3587,-122.8464,0.0
V50294,20070805.123,Person,Nuisance Fire,49.48880000000001,-123.6437,0.0
V60791,20110828.1742,Person,Nuisance Fire,48.80540000000001,-124.0779,0.0
V10341,20110710.1451,Person,Nuisance Fire,49.433,-121.8415,0.0
R30763,20190626.2118,Lightning,Fire,54.91410000000001,-127.4224,0.0
V30104,20140616.1432,Unknown,Other,49.7327,-123.15299999999999,0.0
V70365,20080724.1254,Person,Nuisance Fire,49.4556,-124.7793,0.0
V50602,20110813.1853,Person,Nuisance Fire,49.7828,-124.1858,0.0
V10428,20070902.1433,Person,Nuisance Fire,49.05,-121.41,0.0
V80013,20050423.2123,Person,Nuisance Fire,49.62410000000001,-125.06299999999999,0.0
V10740,20120909.1355,Person,Nuisance Fire,49.2283,-122.3086,0.0
V10468,20120819.2103,Person,Nuisance Fire,49.5211,-121.7676,0.0
V51030,20110918.1439,Person,Nuisance Fire,49.6329,-124.0195,0.0
V10132,20130701.1642,Person,Nuisance Fire,49.4802,-121.2504,0.0
V60198,20080630.1807,Person,Nuisance Fire,48.8329,-123.5613,0.0
V51834,20091003.1549,Person,Nuisance Fire,49.5084,-123.9498,0.0
V70450,20051106.063,Person,Nuisance Fire,49.2896,-124.6635,0.0
V30347,20120812.1858,Person,Nuisance Fire,49.9427,-123.3078,0.0
V90082,20130605.1805,Person,Nuisance Fire,50.5596,-127.0334,0.0
V10087,20070608.1746,Person,Nuisance Fire,49.2607,-122.89399999999999,0.0
V70207,20110621.1905,Person,Nuisance Fire,49.15150000000001,-123.9892,0.0
V10284,20160801.1513,Person,Nuisance Fire,49.5732,-121.8167,0.0
V80286,20080714.09,Person,Nuisance Fire,49.7678,-126.5093,0.0
V10551,20170703.1411,Person,Nuisance Fire,49.12560000000001,-121.5809,0.0
V70279,20080713.1309,Person,Nuisance Fire,49.1788,-124.1536,0.0
V60136,20070702.17,Person,Nuisance Fire,48.8502,-124.2344,0.0
V30971,20090725.2118,Lightning,Duplicate,50.25660000000001,-122.8229,0.0
V10111,20130630.1404,Person,Nuisance Fire,49.2372,-121.6032,0.0
V71718,20090903.1328,Person,Nuisance Fire,49.2316,-124.0951,0.0
V11000,20100816.2027,Person,Nuisance Fire,49.3877,-123.4003,0.0
V10491,20040811.1552,Unknown,Nuisance Fire,49.091,-121.7215,0.0
R50091,20120806.2236,Person,Nuisance Fire,54.71120000000001,-128.7803,0.0
V10044,20110520.1958,Person,Nuisance Fire,49.3977,-121.3829,0.0
V10097,20110523.2046,Person,Nuisance Fire,49.2496,-121.6016,0.0
V11081,20180708.1602,Person,Nuisance Fire,49.1028,-121.6248,0.0
V70725,20080921.163,Person,Nuisance Fire,49.1803,-124.1489,0.0
V60323,20160807.1,Person,Nuisance Fire,48.42100000000001,-124.055,0.0
V11520,20090816.2307,Person,Nuisance Fire,49.0447,-121.9777,0.0
V61788,20090917.1614,Person,Nuisance Fire,48.76450000000001,-123.7071,0.0
R30117,20090714.1046,Person,Nuisance Fire,54.6527,-127.1487,0.0
G40676,20180620.18,Lightning,Fire,54.3095,-124.8378,0.0
G10247,20030728.1503,Person,Nuisance Fire,54.4275,-122.7707,0.0
V10195,20010722.1605,Person,Nuisance Fire,49.4063,-121.8412,0.0
V30631,20030915.22,Unknown,Nuisance Fire,50.041,-123.4607,0.0
V10204,20140713.1247,Person,Nuisance Fire,49.4387,-121.2925,0.0
V60012,20110420.2254,Person,Nuisance Fire,48.3843,-123.9089,0.0
G61620,20170807.1852,Lightning,Smoke Chase,57.3352,-125.6137,0.0
V60168,20070710.2022,Person,Nuisance Fire,49.05,-123.63,0.0
V30927,20090725.0942,Person,Nuisance Fire,49.6795,-123.111,0.0
V10361,20160813.1327,Person,Nuisance Fire,49.07550000000001,-121.7323,0.0
V10204,20110621.0912,Person,Nuisance Fire,49.4264,-121.4487,0.0
V10477,20130805.2008,Person,Nuisance Fire,49.357,-121.8318,0.0
R12423,20180810.2142,Unknown,Smoke Chase,54.457,-125.577,0.0
V70652,20110817.1333,Person,Duplicate,49.24910000000001,-124.8288,0.0
V80610,20090704.2043,Person,Nuisance Fire,50.3021,-125.5887,0.0
V10274,20090607.1636,Person,Nuisance Fire,49.5204,-121.7677,0.0
V80142,20080609.2219,Person,Nuisance Fire,49.75,-125.3,0.0
C51274,20170707.1545,Lightning,Fire,52.67910000000001,-124.0826,0.0
V10197,20070713.2332,Person,Nuisance Fire,49.02690000000001,-122.0616,0.0
V70207,20070715.1234,Person,Nuisance Fire,49.3958,-124.6161,0.0
C10070,20090427.1519,Unknown,Nuisance Fire,52.9534,-122.4532,0.0
V11695,20090901.0849,Person,Nuisance Fire,49.2285,-122.0888,0.0
V30109,20090517.17,Person,Nuisance Fire,49.7317,-122.3279,0.0
V10880,20110905.1424,Person,Nuisance Fire,49.4486,-121.1712,0.0
V50126,20140622.1748,Person,Nuisance Fire,49.94410000000001,-124.3139,0.0
V11285,20090801.2225,Person,Nuisance Fire,49.4463,-121.2627,0.0
V10862,20100805.2233,Person,Nuisance Fire,49.2456,-122.3139,0.0
V10061,20150518.1505,Person,Nuisance Fire,49.0888,-121.6012,0.0
V71176,20180715.1215,Person,Nuisance Fire,49.1543,-124.775,0.0
V10680,20120903.1852,Person,Nuisance Fire,49.3098,-121.6056,0.0
G70681,20170707.1736,Unknown,Smoke Chase,54.7258,-121.2033,0.0
V10847,20120926.0944,Person,Nuisance Fire,49.3845,-121.3171,0.0
V10561,20110807.1802,Person,Nuisance Fire,49.6388,-121.8373,0.0
V10403,20100712.165,Person,Nuisance Fire,49.13800000000001,-122.7653,0.0
VA1373,20090805.0049,Person,Nuisance Fire,52.3642,-126.0195,0.0
V11094,20090730.0653,Lightning,Nuisance Fire,49.25899999999999,-121.81,0.0
V30419,20120819.1015,Lightning,Duplicate,50.407,-122.7863,0.0
V60035,20110514.1738,Person,Nuisance Fire,48.7683,-123.5235,0.0
V11135,20100828.1743,Person,Nuisance Fire,49.2349,-121.6035,0.0
N50153,20000720.1045,Person,Nuisance Fire,49.3502,-117.6835,0.0
V70661,20080911.2005,Person,Nuisance Fire,49.2678,-124.6752,0.0
V60508,20100721.08,Person,Nuisance Fire,48.7543,-123.7685,0.0
V80735,20090715.1125,Lightning,Duplicate,49.84410000000001,-125.9053,0.0
VA0116,20140622.1353,Person,Nuisance Fire,52.36600000000001,-126.4458,0.0
V10633,20130824.1334,Person,Nuisance Fire,49.2201,-121.6056,0.0
V30760,20100801.202,Lightning,Duplicate,50.1323,-123.3907,0.0
V70281,20070803.0953,Person,Nuisance Fire,49.30730000000001,-124.2327,0.0
V10421,20080803.203,Person,Nuisance Fire,49.4585,-121.2616,0.0
V10565,20120826.184,Person,Nuisance Fire,49.6028,-121.8401,0.0
V31147,20100828.1955,Person,Nuisance Fire,50.1916,-123.1832,0.0
V30802,20120919.121,Person,Nuisance Fire,49.7156,-123.0416,0.0
V10265,20090607.1502,Person,Nuisance Fire,49.4936,-121.2418,0.0
V10645,20130827.1236,Person,Nuisance Fire,49.0963,-121.9531,0.0
V60423,20100715.104,Person,Nuisance Fire,48.8001,-123.6136,0.0
V70699,20080917.1628,Person,Nuisance Fire,49.2822,-124.8906,0.0
V82738,20180817.144,Lightning,Duplicate,50.1542,-127.3306,0.0
V70014,20140503.09,Person,Nuisance Fire,49.0799,-123.988,0.0
V70198,20090531.0039,Person,Nuisance Fire,49.1942,-124.0986,0.0
K51379,20070901.0958,Person,Nuisance Fire,49.7116,-119.8659,0.0
V70028,20110509.1245,Person,Nuisance Fire,49.1922,-124.1319,0.0
V10186,20100620.1459,Person,Nuisance Fire,49.1264,-121.5793,0.0
V50397,20080729.1434,Person,Nuisance Fire,50.1254,-124.8446,0.0
V70396,20160816.1547,Unknown,Other,48.97940000000001,-124.7628,0.0
V10020,20110503.1458,Person,Nuisance Fire,49.0658,-121.7632,0.0
V60399,20120818.1718,Person,Nuisance Fire,48.5902,-123.6238,0.0
V70744,20090717.1551,Person,Nuisance Fire,49.1218,-123.9287,0.0
V51674,20090830.1631,Person,Nuisance Fire,49.9994,-124.8011,0.0
V10170,20050728.1632,Person,Nuisance Fire,49.2293,-122.01299999999999,0.0
V80198,20120729.1901,Person,Nuisance Fire,50.0307,-125.5706,0.0
V10353,20000917.2041,Person,Nuisance Fire,49.0872,-121.6908,0.0
V70612,20020303.21,Person,Nuisance Fire,49.347,-124.6983,0.0
V10492,20130806.1842,Person,Nuisance Fire,49.1009,-121.6319,0.0
V10047,20120520.1457,Person,Nuisance Fire,49.0918,-121.6159,0.0
V31175,20180715.1205,Person,Duplicate,49.8872,-123.1799,0.0
V10950,20110910.1406,Person,Nuisance Fire,49.51900000000001,-121.7676,0.0
V51347,20101022.133,Person,Nuisance Fire,49.5337,-123.8817,0.0
G90226,20160612.1459,Lightning,Smoke Chase,58.90790000000001,-122.5515,0.0
V10407,20140817.134,Person,Nuisance Fire,49.422,-121.6017,0.0
V80587,20130816.1229,Person,Nuisance Fire,50.0504,-125.4487,0.0
V70302,20120810.1017,Person,Nuisance Fire,49.2654,-124.3294,0.0
V10294,20040710.0815,Person,Nuisance Fire,49.5619,-121.4298,0.0
V10473,20130805.1825,Person,Nuisance Fire,49.1848,-121.7434,0.0
V10618,20110814.1629,Person,Nuisance Fire,49.1298,-121.5686,0.0
R50149,20120818.1921,Person,Nuisance Fire,54.25,-128.4833,0.0
V10751,20110827.1413,Person,Nuisance Fire,49.05730000000001,-121.8252,0.0
V50040,20030606.1128,Person,Nuisance Fire,49.7004,-124.0389,0.0
V10840,20110903.1913,Person,Nuisance Fire,49.48390000000001,-121.8642,0.0
V10181,20160703.1657,Person,Nuisance Fire,49.0874,-121.6889,0.0
V10275,20160801.1416,Person,Nuisance Fire,49.5199,-121.76799999999999,0.0
V61060,20100821.2123,Person,Nuisance Fire,48.9257,-123.6241,0.0
V30462,20130805.1249,Person,Nuisance Fire,49.9439,-123.3064,0.0
V50005,20070425.1234,Person,Nuisance Fire,50.0109,-124.6468,0.0
G31351,20170725.1552,Person,Nuisance Fire,52.9287,-118.8578,0.0
V70624,20110814.1839,Person,Nuisance Fire,49.36830000000001,-124.8003,0.0
V10791,20090719.1648,Person,Nuisance Fire,49.4742,-121.2528,0.0
V81780,20090915.132,Person,Nuisance Fire,49.6437,-125.0134,0.0
V60167,20030709.1107,Person,Nuisance Fire,48.9833,-125.1333,0.0
V10447,20090621.1831,Person,Nuisance Fire,49.5219,-121.7668,0.0
V10699,20110821.1443,Person,Nuisance Fire,49.5227,-121.7664,0.0
V70570,20120827.1118,Person,Nuisance Fire,49.3171,-124.5554,0.0
V71551,20090819.2004,Person,Nuisance Fire,49.3468,-124.6303,0.0
V70250,20150701.145,Person,Nuisance Fire,49.3505,-125.0978,0.0
V61087,20100824.1227,Person,Nuisance Fire,48.64720000000001,-123.5751,0.0
N60524,20010826.1352,Person,Nuisance Fire,49.2315,-119.011,0.0
C41343,20180719.185,Unknown,Smoke Chase,51.8813,-120.7192,0.0
V10744,20120909.1429,Person,Nuisance Fire,49.5719,-121.8133,0.0
V70934,20180626.1202,Person,Nuisance Fire,49.29680000000001,-124.8206,0.0
