,IGN_DATE,FIRE_CAUSE,FIRE_TYPE,LATITUDE,LONGITUDE,SIZE_HA
1174,20141227.0,No Cause,No Fire,51.48024758856974,-121.7577587410956,0.0
1175,20140104.0,No Cause,No Fire,55.61273521288027,-118.36095131516576,0.0
1176,20040514.0,No Cause,No Fire,51.14040911275265,-122.16157801285048,0.0
1177,20000718.0,No Cause,No Fire,56.303045972198134,-124.09725494142964,0.0
1178,19741101.0,No Cause,No Fire,54.51393463374957,-118.6344289694935,0.0
1179,19930523.0,No Cause,No Fire,57.081069850386356,-125.23360197449793,0.0
1180,20180722.0,No Cause,No Fire,53.08354745866407,-122.95866775953533,0.0
1181,19870616.0,No Cause,No Fire,55.08353239079196,-129.78376312200683,0.0
1182,20140102.0,No Cause,No Fire,53.308652677293395,-116.30505369609477,0.0
1183,19970915.0,No Cause,No Fire,59.27175924952759,-129.2929434121372,0.0
1184,20170106.0,No Cause,No Fire,51.99610400386663,-120.28969285219334,0.0
1185,20030628.0,No Cause,No Fire,57.23717195032323,-120.94233080128387,0.0
1186,19941110.0,No Cause,No Fire,53.51941714808235,-125.27068683292588,0.0
1187,19960519.0,No Cause,No Fire,48.45517595131018,-119.71662408543027,0.0
1188,19861227.0,No Cause,No Fire,59.07709901193648,-125.82606598518348,0.0
1189,20130112.0,No Cause,No Fire,55.25654929177226,-124.61042097963688,0.0
1190,19790624.0,No Cause,No Fire,59.19330468315767,-128.17730241252087,0.0
1191,19880525.0,No Cause,No Fire,56.610722987246106,-128.327183013927,0.0
1192,20080317.0,No Cause,No Fire,57.03974925899269,-115.91186467550762,0.0
1193,19820220.0,No Cause,No Fire,54.65607293981021,-118.31190736951086,0.0
1194,20090316.0,No Cause,No Fire,54.879169152957644,-126.56319630650064,0.0
1195,19771030.0,No Cause,No Fire,48.518574755868976,-126.26653129607867,0.0
1196,20010415.0,No Cause,No Fire,57.980025953927374,-116.33253480073311,0.0
1197,20140322.0,No Cause,No Fire,48.418261042496006,-117.80263981325083,0.0
1198,20180414.0,No Cause,No Fire,58.0440338392329,-116.86272849754377,0.0
1199,20060424.0,No Cause,No Fire,50.96049362436285,-126.95241041553754,0.0
1200,19751101.0,No Cause,No Fire,58.492484707191025,-122.2979375960889,0.0
1201,19840529.0,No Cause,No Fire,53.2601087977902,-125.34965916009615,0.0
1202,20161211.0,No Cause,No Fire,51.656580150154824,-119.66125532135568,0.0
1203,19930505.0,No Cause,No Fire,58.490732722891,-125.70368649932398,0.0
1204,19860101.0,No Cause,No Fire,51.06136102479101,-125.9660446014964,0.0
1205,19870521.0,No Cause,No Fire,54.70602520710738,-118.78028753922206,0.0
1206,19811004.0,No Cause,No Fire,48.858529658540455,-126.03862815672929,0.0
1207,19730510.0,No Cause,No Fire,54.615592692254054,-128.84587134102992,0.0
1208,19950417.0,No Cause,No Fire,48.21062670549001,-128.32051615798574,0.0
1209,19911005.0,No Cause,No Fire,48.84372932705471,-124.26081930618618,0.0
1210,20140531.0,No Cause,No Fire,48.752424273027614,-121.59641880557963,0.0
1211,20100908.0,No Cause,No Fire,48.29350228935005,-124.73781553250797,0.0
1212,19841117.0,No Cause,No Fire,52.7799172278959,-126.71573336286936,0.0
1213,20170411.0,No Cause,No Fire,53.40888970448134,-128.05465328894573,0.0
1214,19980926.0,No Cause,No Fire,59.72024512626118,-120.56378063892825,0.0
1215,20190926.0,No Cause,No Fire,55.699430826223434,-116.83299472719006,0.0
1216,19931225.0,No Cause,No Fire,54.25262457644508,-115.7084375118038,0.0
1217,19850323.0,No Cause,No Fire,51.54829262618407,-121.34115165366234,0.0
1218,19831230.0,No Cause,No Fire,51.778510471227875,-122.34159693265161,0.0
1219,19880709.0,No Cause,No Fire,48.67158958698353,-124.07717602368767,0.0
1220,20180619.0,No Cause,No Fire,59.11502254200606,-127.61782744692094,0.0
1221,19950724.0,No Cause,No Fire,52.04639697547679,-127.50654436342485,0.0
1222,19830620.0,No Cause,No Fire,56.481769987742666,-126.28967259007958,0.0
1223,20030623.0,No Cause,No Fire,53.362186800851305,-128.63126967752288,0.0
1224,19801222.0,No Cause,No Fire,54.59454460649788,-118.17249005664577,0.0
1225,19880628.0,No Cause,No Fire,54.23665301314493,-123.04857687909607,0.0
1226,19840919.0,No Cause,No Fire,51.870862250693406,-128.84256976801586,0.0
1227,20140530.0,No Cause,No Fire,53.69845972658623,-129.32855595372962,0.0
1228,19760702.0,No Cause,No Fire,48.66323938330099,-121.70922588386502,0.0
1229,20100518.0,No Cause,No Fire,50.13977229515313,-124.57055838190838,0.0
1230,20110419.0,No Cause,No Fire,56.01767445276659,-118.49198910193435,0.0
1231,20100924.0,No Cause,No Fire,55.462763717866245,-127.13339625556573,0.0
1232,20070422.0,No Cause,No Fire,59.57257671356322,-128.80281404677604,0.0
1233,19840104.0,No Cause,No Fire,53.97526487702342,-118.38068641296951,0.0
1234,20090115.0,No Cause,No Fire,59.345982262713754,-121.70643793828586,0.0
1235,20150910.0,No Cause,No Fire,55.519675219219074,-119.26572954401172,0.0
1236,19810724.0,No Cause,No Fire,55.902973897244266,-127.76840779124701,0.0
1237,20000808.0,No Cause,No Fire,48.825652665739184,-126.18426517418271,0.0
1238,19740511.0,No Cause,No Fire,57.959852722368936,-118.05976298556104,0.0
1239,20021220.0,No Cause,No Fire,50.770764932015005,-122.68468168884206,0.0
1240,19801213.0,No Cause,No Fire,50.18302515669195,-125.96895826718593,0.0
1241,19901210.0,No Cause,No Fire,54.9169369621267,-121.70447093470243,0.0
1242,20080712.0,No Cause,No Fire,58.64726623207931,-122.85965976682164,0.0
1243,19940503.0,No Cause,No Fire,57.67065359052948,-129.93757547651254,0.0
1244,20150315.0,No Cause,No Fire,58.09142613054456,-122.29717407818869,0.0
1245,20161124.0,No Cause,No Fire,57.10169586340537,-127.24894678086994,0.0
1246,19930719.0,No Cause,No Fire,49.273947843886795,-123.7617504754322,0.0
1247,19970113.0,No Cause,No Fire,56.77265929892075,-128.01232493319964,0.0
1248,19870928.0,No Cause,No Fire,49.627417704910606,-122.17861496677835,0.0
1249,20160315.0,No Cause,No Fire,54.320517232209234,-125.01587965713817,0.0
1250,19910308.0,No Cause,No Fire,48.49802046839464,-119.16764334166284,0.0
1251,20110113.0,No Cause,No Fire,49.15321469613841,-121.01501420771757,0.0
1252,19830222.0,No Cause,No Fire,51.68040633283908,-118.18470295857678,0.0
1253,19991222.0,No Cause,No Fire,48.9966763280016,-129.2490740273104,0.0
1254,19910109.0,No Cause,No Fire,48.271490529855726,-126.19637541755333,0.0
1255,20001101.0,No Cause,No Fire,52.33755481014921,-128.7893125446751,0.0
1256,20130115.0,No Cause,No Fire,55.400188528989204,-122.43483340480887,0.0
1257,19930219.0,No Cause,No Fire,54.44372671602189,-121.74090999109816,0.0
1258,19950525.0,No Cause,No Fire,53.91504644969331,-118.43602589688419,0.0
1259,20181103.0,No Cause,No Fire,50.814056819468966,-116.69225983800075,0.0
1260,20110103.0,No Cause,No Fire,53.201330432467415,-123.98475011688909,0.0
1261,19730602.0,No Cause,No Fire,59.33008460372366,-126.36616652055581,0.0
1262,19760808.0,No Cause,No Fire,48.45376300303432,-129.29683934234353,0.0
1263,19930518.0,No Cause,No Fire,53.961764790250626,-123.83115200310803,0.0
1264,20110306.0,No Cause,No Fire,59.289022856595935,-122.45174778812033,0.0
1265,20070605.0,No Cause,No Fire,58.557080708411505,-123.87468276226204,0.0
1266,19941123.0,No Cause,No Fire,59.717686383154856,-122.51643720407364,0.0
1267,19980820.0,No Cause,No Fire,52.957279809253464,-121.72881151696775,0.0
1268,19770203.0,No Cause,No Fire,58.92328220961351,-116.20931409964537,0.0
1269,20060728.0,No Cause,No Fire,51.73918629049564,-124.35970199985289,0.0
1270,19730216.0,No Cause,No Fire,50.992124039783576,-120.55761799606655,0.0
1271,20100620.0,No Cause,No Fire,49.62760037156454,-127.50885101548579,0.0
1272,20190905.0,No Cause,No Fire,51.26196807822904,-116.37888890308597,0.0
1273,19820517.0,No Cause,No Fire,59.35805003305367,-116.44948435962296,0.0
1274,20101225.0,No Cause,No Fire,51.86851750105633,-123.03222965827393,0.0
1275,19990914.0,No Cause,No Fire,59.975304864338796,-122.86374624626562,0.0
1276,19850603.0,No Cause,No Fire,55.394902607117785,-127.64025301312208,0.0
1277,20150912.0,No Cause,No Fire,54.71471723862858,-122.69609119038397,0.0
1278,19981123.0,No Cause,No Fire,50.38749656384341,-123.44385297485348,0.0
1279,19770803.0,No Cause,No Fire,59.35504129451887,-117.87005375702492,0.0
1280,19811224.0,No Cause,No Fire,59.848113774512285,-125.15967481671272,0.0
1281,20020914.0,No Cause,No Fire,56.10011893489561,-128.0970791309824,0.0
1282,19880101.0,No Cause,No Fire,57.9179958888222,-116.14726563215308,0.0
1283,19940115.0,No Cause,No Fire,55.70084752625256,-116.58124043612584,0.0
1284,19860325.0,No Cause,No Fire,51.924595296765425,-127.49454836099557,0.0
1285,19990625.0,No Cause,No Fire,58.78744979612155,-129.7551192053953,0.0
1286,20150422.0,No Cause,No Fire,48.41754868950455,-122.48953627615737,0.0
1287,19810420.0,No Cause,No Fire,50.15912301140246,-115.4411658159098,0.0
1288,19860514.0,No Cause,No Fire,54.537954133408526,-124.06675689368335,0.0
1289,20081225.0,No Cause,No Fire,52.83968111815916,-123.44451757002793,0.0
1290,20130217.0,No Cause,No Fire,49.903758393515126,-117.73927980379727,0.0
1291,19720330.0,No Cause,No Fire,48.49340890995036,-115.9424629723136,0.0
1292,19810103.0,No Cause,No Fire,48.615164191384636,-121.90559859214702,0.0
1293,19790130.0,No Cause,No Fire,48.73033674592541,-128.67901974824227,0.0
1294,19870128.0,No Cause,No Fire,57.84897551928105,-116.59435936589128,0.0
1295,19740330.0,No Cause,No Fire,58.15969660774035,-120.9302819611352,0.0
1296,20130501.0,No Cause,No Fire,48.924413230510645,-128.05598871765454,0.0
1297,20110521.0,No Cause,No Fire,49.706332329673025,-115.5081732613439,0.0
1298,20050730.0,No Cause,No Fire,49.110736529302145,-120.36412216367098,0.0
1299,19740922.0,No Cause,No Fire,57.80073582918046,-127.80378690152756,0.0
1300,19940906.0,No Cause,No Fire,54.02964760650993,-124.32555642382934,0.0
1301,19951210.0,No Cause,No Fire,52.15369507797118,-123.84669593259382,0.0
1302,19970220.0,No Cause,No Fire,49.85847891381864,-127.03951870422716,0.0
1303,20130128.0,No Cause,No Fire,54.37841907334521,-120.44944724953614,0.0
1304,19900309.0,No Cause,No Fire,48.292273293198,-124.52377808773701,0.0
1305,19950617.0,No Cause,No Fire,52.88957922192263,-121.78264978424339,0.0
1306,19700828.0,No Cause,No Fire,59.5423174478646,-115.25071781985311,0.0
1307,20200824.0,No Cause,No Fire,53.027371489701885,-118.65057683290786,0.0
1308,20020629.0,No Cause,No Fire,51.258261197478234,-125.46875126528201,0.0
1309,19810606.0,No Cause,No Fire,57.39650205388839,-126.02600632916442,0.0
1310,20120522.0,No Cause,No Fire,59.80399322782007,-121.87044275066924,0.0
1311,19960822.0,No Cause,No Fire,49.42813431899291,-124.71502689398315,0.0
1312,19940104.0,No Cause,No Fire,52.71162276181445,-122.4100079910159,0.0
1313,20070102.0,No Cause,No Fire,52.94344608520175,-118.25983505659583,0.0
1314,19980131.0,No Cause,No Fire,58.58678976276256,-122.98915027811832,0.0
1315,19700504.0,No Cause,No Fire,56.786494268867045,-126.0255678820945,0.0
1316,19710322.0,No Cause,No Fire,49.58575402038643,-125.12739043218063,0.0
1317,19961025.0,No Cause,No Fire,52.63619001978668,-117.67855584059757,0.0
1318,20000924.0,No Cause,No Fire,48.896709264468555,-126.63745311945696,0.0
1319,20170922.0,No Cause,No Fire,50.32427126847252,-116.09145105915957,0.0
1320,20120930.0,No Cause,No Fire,59.529467551577,-125.86508933423937,0.0
1321,19790522.0,No Cause,No Fire,48.73949604213652,-120.1942593903737,0.0
1322,20180821.0,No Cause,No Fire,53.06581737727129,-115.21777513623971,0.0
1323,19830916.0,No Cause,No Fire,52.25486877706806,-124.02019536387003,0.0
1324,20120204.0,No Cause,No Fire,49.3820825303476,-118.73425658848953,0.0
1325,20041011.0,No Cause,No Fire,57.74343959891442,-128.56357674401977,0.0
1326,19740218.0,No Cause,No Fire,59.97912061853032,-120.62017988079998,0.0
1327,20130324.0,No Cause,No Fire,56.998989128757074,-125.32025178232621,0.0
1328,20071030.0,No Cause,No Fire,56.488150800261,-128.4219889524505,0.0
1329,19810113.0,No Cause,No Fire,52.95774433690499,-127.54732302029251,0.0
1330,19721202.0,No Cause,No Fire,55.46730972344356,-117.67849387759767,0.0
1331,19751122.0,No Cause,No Fire,53.12986872518414,-124.52139726946048,0.0
1332,19761103.0,No Cause,No Fire,55.32344049032666,-116.58277208645967,0.0
1333,19770923.0,No Cause,No Fire,56.4040670962147,-127.53986253485152,0.0
1334,19720303.0,No Cause,No Fire,53.18514776130995,-128.96600633459968,0.0
1335,20190614.0,No Cause,No Fire,50.07827791233401,-116.05031969510495,0.0
1336,20040828.0,No Cause,No Fire,56.24584317029101,-119.01503748423349,0.0
1337,19790701.0,No Cause,No Fire,54.45002533611981,-121.17160733673632,0.0
1338,20170102.0,No Cause,No Fire,48.19567239773992,-124.96845158679082,0.0
1339,20180813.0,No Cause,No Fire,52.26572390824542,-116.30790081138578,0.0
1340,19851216.0,No Cause,No Fire,57.73413641493843,-125.70958150644924,0.0
1341,20111015.0,No Cause,No Fire,59.54447461758855,-120.56885893932092,0.0
1342,20031124.0,No Cause,No Fire,52.27874281886399,-128.96211072662857,0.0
1343,19740623.0,No Cause,No Fire,53.83171660598413,-121.70053957563749,0.0
1344,19990528.0,No Cause,No Fire,58.29050490204232,-129.48953662991636,0.0
1345,20040604.0,No Cause,No Fire,54.84809540232883,-125.54574545421795,0.0
1346,19841123.0,No Cause,No Fire,48.286059695054036,-120.07663302698248,0.0
1347,20020630.0,No Cause,No Fire,51.29206272115767,-128.25208752598584,0.0
1348,20160610.0,No Cause,No Fire,52.34634011709424,-119.23608916083579,0.0
1349,20100121.0,No Cause,No Fire,56.32237776004945,-127.85247728733484,0.0
1350,19891005.0,No Cause,No Fire,48.144624319125555,-122.37306759137172,0.0
1351,19890604.0,No Cause,No Fire,50.291113491697914,-117.3740409566335,0.0
1352,20120419.0,No Cause,No Fire,59.14865898919975,-122.7401740494805,0.0
1353,20160609.0,No Cause,No Fire,51.958975354287546,-121.65957927825546,0.0
1354,20160317.0,No Cause,No Fire,55.504609757034224,-126.14254893360867,0.0
1355,20031122.0,No Cause,No Fire,52.310007796146046,-120.27891832950773,0.0
1356,20040709.0,No Cause,No Fire,56.98010413731682,-123.78801742844321,0.0
1357,20070907.0,No Cause,No Fire,54.65174811966421,-116.28138638739804,0.0
1358,19791018.0,No Cause,No Fire,56.40466025416145,-121.93776213656842,0.0
1359,20190205.0,No Cause,No Fire,58.02246990182389,-129.8824137668334,0.0
1360,19841209.0,No Cause,No Fire,51.27785965906702,-123.75083167561631,0.0
1361,20151018.0,No Cause,No Fire,54.78693806623231,-125.37141672317489,0.0
1362,19920326.0,No Cause,No Fire,52.33938825021231,-126.46991023071485,0.0
1363,20020628.0,No Cause,No Fire,51.91137038802862,-125.1306300365012,0.0
1364,20140604.0,No Cause,No Fire,49.41687930563246,-125.90179229311713,0.0
1365,19740131.0,No Cause,No Fire,52.797590581765725,-127.88608498646855,0.0
1366,19781104.0,No Cause,No Fire,50.114853494314765,-128.84874073944763,0.0
1367,19970325.0,No Cause,No Fire,50.353842944961116,-115.60031064962627,0.0
1368,19780904.0,No Cause,No Fire,54.52499214413165,-115.13408316893724,0.0
1369,20150531.0,No Cause,No Fire,57.6161775227922,-115.58941107857633,0.0
1370,19941214.0,No Cause,No Fire,49.95336317055823,-122.55804033044126,0.0
1371,20011012.0,No Cause,No Fire,52.93124968898138,-117.58901573717026,0.0
1372,19990806.0,No Cause,No Fire,57.051379855744656,-123.51647139784647,0.0
1373,19711217.0,No Cause,No Fire,52.75973915047195,-125.29733069156937,0.0
1374,19980626.0,No Cause,No Fire,50.74148918820858,-124.0049503890053,0.0
1375,19930613.0,No Cause,No Fire,59.13245202265924,-116.53503429466815,0.0
1376,19850410.0,No Cause,No Fire,58.33551691114182,-126.14386480574215,0.0
1377,20101112.0,No Cause,No Fire,54.37770804699271,-125.38833396493946,0.0
1378,19890130.0,No Cause,No Fire,51.28282670692924,-118.87687705215046,0.0
1379,19870805.0,No Cause,No Fire,52.34043579813781,-119.21648468194877,0.0
1380,20180408.0,No Cause,No Fire,49.50328162289602,-122.85592167834643,0.0
1381,20161009.0,No Cause,No Fire,54.83930620366283,-129.10028103974594,0.0
1382,20100117.0,No Cause,No Fire,48.38624718396563,-121.11393500299775,0.0
1383,20151119.0,No Cause,No Fire,59.88860378384919,-125.76470170533962,0.0
1384,20070613.0,No Cause,No Fire,56.38495159322679,-125.18631344948287,0.0
1385,20020507.0,No Cause,No Fire,55.44025371863822,-124.27984917850017,0.0
1386,20090416.0,No Cause,No Fire,57.146263365108425,-121.13060491230323,0.0
1387,19980317.0,No Cause,No Fire,56.40117381382059,-115.08686321053005,0.0
1388,20141201.0,No Cause,No Fire,54.49179160475403,-122.4553171808611,0.0
1389,20120916.0,No Cause,No Fire,52.568733937364726,-122.58119644639196,0.0
1390,20011021.0,No Cause,No Fire,49.201849009184386,-118.10924625548799,0.0
1391,19940104.0,No Cause,No Fire,55.727611240967775,-128.40080897144958,0.0
1392,19760414.0,No Cause,No Fire,55.948159090693636,-119.74830969667794,0.0
1393,19970814.0,No Cause,No Fire,49.2711588415527,-116.81986559867894,0.0
1394,19800317.0,No Cause,No Fire,49.99470807170249,-124.33015001762418,0.0
1395,19870407.0,No Cause,No Fire,49.14341544799973,-115.19687091241994,0.0
1396,19990318.0,No Cause,No Fire,58.93116498804428,-124.39073930456874,0.0
1397,19700310.0,No Cause,No Fire,51.44218508348348,-129.16425696366795,0.0
1398,20020304.0,No Cause,No Fire,48.846115521539524,-123.06076491759073,0.0
1399,20090914.0,No Cause,No Fire,55.802903661240364,-128.1644513544236,0.0
1400,19730520.0,No Cause,No Fire,51.142543047908646,-117.403685707437,0.0
1401,19860112.0,No Cause,No Fire,59.856314480138956,-115.53401582775967,0.0
1402,20011110.0,No Cause,No Fire,52.1773979080091,-128.48881307472334,0.0
1403,20001102.0,No Cause,No Fire,49.10290540682378,-122.77217813754015,0.0
1404,19871107.0,No Cause,No Fire,57.614359318839306,-121.78316111985677,0.0
1405,19871020.0,No Cause,No Fire,59.908867341003656,-122.70398236445064,0.0
1406,20071003.0,No Cause,No Fire,58.59598111038566,-118.74917947502026,0.0
1407,19751122.0,No Cause,No Fire,52.984894709814064,-118.83318076666785,0.0
1408,20170725.0,No Cause,No Fire,50.137082835983925,-124.34878059846803,0.0
1409,20190819.0,No Cause,No Fire,57.251033125551615,-116.66388032695477,0.0
1410,19951020.0,No Cause,No Fire,54.671644843761506,-125.48772746195743,0.0
1411,20051104.0,No Cause,No Fire,54.538117402301935,-125.58212948536905,0.0
1412,20150504.0,No Cause,No Fire,53.962655742485026,-124.65612842185729,0.0
1413,20130127.0,No Cause,No Fire,53.17047572601415,-127.94205299632023,0.0
1414,19770730.0,No Cause,No Fire,52.34250874404397,-117.474982007878,0.0
1415,20030419.0,No Cause,No Fire,52.0548804012505,-124.67552343856336,0.0
1416,20170730.0,No Cause,No Fire,48.59315372987213,-128.69555613487188,0.0
1417,20110715.0,No Cause,No Fire,49.52404925417549,-117.2811979179018,0.0
1418,20070330.0,No Cause,No Fire,52.42619950718329,-125.0178850038004,0.0
1419,19890208.0,No Cause,No Fire,52.85932743224929,-117.34319959478564,0.0
1420,19931018.0,No Cause,No Fire,49.83117137481172,-127.18472805721207,0.0
1421,19780508.0,No Cause,No Fire,53.80432262775625,-122.83712269635653,0.0
1422,20050914.0,No Cause,No Fire,56.28263210891223,-115.41733618986376,0.0
1423,20180203.0,No Cause,No Fire,50.62601826229783,-122.23235488614296,0.0
1424,20030502.0,No Cause,No Fire,57.535579013955214,-125.60042905156035,0.0
1425,19840320.0,No Cause,No Fire,55.28792371699477,-124.2770819783987,0.0
1426,19900811.0,No Cause,No Fire,53.510022430332455,-120.8011283176416,0.0
1427,19970420.0,No Cause,No Fire,48.562159211150444,-127.73404649809643,0.0
1428,20090217.0,No Cause,No Fire,52.74251073212557,-128.32975487558863,0.0
1429,19881003.0,No Cause,No Fire,51.474567128936414,-124.16095172629355,0.0
1430,19821212.0,No Cause,No Fire,50.36972396525931,-117.30402393280147,0.0
1431,19830825.0,No Cause,No Fire,51.60333266633836,-116.65906512865084,0.0
1432,20060118.0,No Cause,No Fire,55.243381503203,-124.7986777225998,0.0
1433,19870413.0,No Cause,No Fire,52.42259901403499,-115.68922799600769,0.0
1434,20020510.0,No Cause,No Fire,55.348297127241146,-119.86780666836438,0.0
1435,19890918.0,No Cause,No Fire,48.42232230290779,-126.6634353934974,0.0
1436,19701006.0,No Cause,No Fire,48.72684718212605,-118.18207764507505,0.0
1437,20200629.0,No Cause,No Fire,51.82578769215183,-122.75139266097374,0.0
1438,20140718.0,No Cause,No Fire,54.192237984441775,-116.53923440535172,0.0
1439,19880703.0,No Cause,No Fire,50.44117978418173,-115.8885792580552,0.0
1440,19750128.0,No Cause,No Fire,53.312383310586284,-127.51015413821669,0.0
1441,20200702.0,No Cause,No Fire,53.639593435360155,-121.80598237811267,0.0
1442,19720909.0,No Cause,No Fire,58.39854617313306,-122.63925143970994,0.0
1443,19940727.0,No Cause,No Fire,54.78073994997996,-128.43022228193013,0.0
1444,19820217.0,No Cause,No Fire,51.633330289430845,-123.96064904085654,0.0
1445,19760204.0,No Cause,No Fire,52.07408358335291,-129.34745525329274,0.0
1446,19970315.0,No Cause,No Fire,56.7291816978744,-120.99337540649223,0.0
1447,20150105.0,No Cause,No Fire,55.81073080327287,-123.77111780537598,0.0
1448,19850730.0,No Cause,No Fire,48.35921656183652,-116.76883267685271,0.0
1449,19850816.0,No Cause,No Fire,53.09334330039355,-126.18083020042424,0.0
1450,20200518.0,No Cause,No Fire,58.31813192500665,-118.16549493933951,0.0
1451,19840925.0,No Cause,No Fire,51.43552313998534,-117.29246460771168,0.0
1452,20091106.0,No Cause,No Fire,58.14325658823568,-118.86473892625663,0.0
1453,19970727.0,No Cause,No Fire,57.46000283307586,-118.71296182328736,0.0
1454,20140712.0,No Cause,No Fire,54.51013454910108,-115.78942196900184,0.0
1455,19730306.0,No Cause,No Fire,49.550237074844674,-122.68727672725828,0.0
1456,19910116.0,No Cause,No Fire,56.12698291905001,-127.65065527478907,0.0
1457,19760830.0,No Cause,No Fire,53.196484721135036,-118.36217422177472,0.0
1458,20030523.0,No Cause,No Fire,55.48498683351035,-121.74064525947465,0.0
1459,19820402.0,No Cause,No Fire,53.843711310480224,-120.18032934472105,0.0
1460,19750919.0,No Cause,No Fire,53.26247933945548,-116.6567259291197,0.0
1461,19910216.0,No Cause,No Fire,52.63842284119632,-126.10870468110932,0.0
1462,20150102.0,No Cause,No Fire,57.33799031268074,-118.82468936039525,0.0
1463,19711116.0,No Cause,No Fire,54.057298501556076,-122.62605521931043,0.0
1464,19841229.0,No Cause,No Fire,56.198673962246644,-119.18039451525252,0.0
1465,19880202.0,No Cause,No Fire,57.730687996439826,-115.3553972052361,0.0
1466,19701101.0,No Cause,No Fire,52.860566501218344,-119.87149057746056,0.0
1467,19950715.0,No Cause,No Fire,49.89802043048576,-125.34750448845995,0.0
1468,19721023.0,No Cause,No Fire,54.84399888402614,-118.97280382881145,0.0
1469,19710428.0,No Cause,No Fire,49.00399340144185,-124.63803085389664,0.0
1470,19980104.0,No Cause,No Fire,59.42681846465007,-122.61721242899407,0.0
1471,19990605.0,No Cause,No Fire,59.05950018797557,-121.13412260784392,0.0
1472,19810706.0,No Cause,No Fire,48.98289507766168,-116.9116453509891,0.0
1473,19860122.0,No Cause,No Fire,57.32185316796024,-120.88398423823253,0.0
1474,20081212.0,No Cause,No Fire,57.38822496101676,-120.15884892133093,0.0
1475,19710220.0,No Cause,No Fire,51.103672909613245,-122.26891053700963,0.0
1476,20130519.0,No Cause,No Fire,53.3798168046121,-124.2050069313736,0.0
1477,20100819.0,No Cause,No Fire,52.82343206986249,-127.68869689442451,0.0
1478,19750524.0,No Cause,No Fire,57.20190715979734,-120.5239278563337,0.0
1479,19970329.0,No Cause,No Fire,48.41866795366268,-124.08545071286618,0.0
1480,19740617.0,No Cause,No Fire,52.60332072539066,-127.18864119872003,0.0
1481,19821125.0,No Cause,No Fire,48.833472699837984,-118.96039298281835,0.0
1482,19920508.0,No Cause,No Fire,56.242001026202175,-116.8752672205635,0.0
1483,20070823.0,No Cause,No Fire,49.57933473449232,-124.78476534680149,0.0
1484,19811112.0,No Cause,No Fire,50.35940562556745,-115.04690567157216,0.0
1485,19830322.0,No Cause,No Fire,58.48679938777329,-122.41535027269953,0.0
1486,20051104.0,No Cause,No Fire,52.135582752136905,-123.51498622624405,0.0
1487,19780316.0,No Cause,No Fire,50.211304289463584,-127.58790854373281,0.0
1488,19840522.0,No Cause,No Fire,48.98578254560273,-121.24688592614211,0.0
1489,20090510.0,No Cause,No Fire,50.889239233274274,-124.40090856300584,0.0
1490,19831015.0,No Cause,No Fire,53.39035367310571,-128.91798046277336,0.0
1491,20050227.0,No Cause,No Fire,53.98948285740424,-128.07120782245073,0.0
1492,19810813.0,No Cause,No Fire,52.765804379752744,-118.90919965792789,0.0
1493,19860717.0,No Cause,No Fire,58.128593327663935,-128.64541052148783,0.0
1494,19791011.0,No Cause,No Fire,51.23716314646203,-118.49735928594544,0.0
1495,20200320.0,No Cause,No Fire,57.87093733915947,-117.48609973696696,0.0
1496,19990531.0,No Cause,No Fire,56.721830238250604,-115.91175834288187,0.0
1497,19750909.0,No Cause,No Fire,55.49119049783973,-117.34029342907391,0.0
1498,20090402.0,No Cause,No Fire,51.77704895821748,-126.15574116501277,0.0
1499,19890319.0,No Cause,No Fire,51.77318531125025,-129.6598328065818,0.0
1500,20191130.0,No Cause,No Fire,50.977526584122664,-115.32390656372338,0.0
1501,20161104.0,No Cause,No Fire,50.62735089806566,-122.13636834626593,0.0
1502,19751115.0,No Cause,No Fire,49.84017375381297,-120.29524782705454,0.0
1503,20100924.0,No Cause,No Fire,50.39215670321128,-118.9920348766862,0.0
1504,20040131.0,No Cause,No Fire,58.51579543517663,-118.27663748792762,0.0
1505,19840222.0,No Cause,No Fire,48.22256003850668,-125.74102073465401,0.0
1506,20120227.0,No Cause,No Fire,56.968110981666904,-125.21680076870972,0.0
1507,20130517.0,No Cause,No Fire,58.525914783736084,-119.25943413052337,0.0
1508,20161224.0,No Cause,No Fire,50.21708927373204,-129.6035730913604,0.0
1509,20051108.0,No Cause,No Fire,54.26279384689951,-116.2928686486239,0.0
1510,19920303.0,No Cause,No Fire,49.695933286580534,-117.91881738206033,0.0
1511,20170312.0,No Cause,No Fire,59.67778596464211,-126.54206746987319,0.0
1512,20010529.0,No Cause,No Fire,58.59965782095874,-119.70265623445741,0.0
1513,19871122.0,No Cause,No Fire,59.177224137488174,-123.2921001497597,0.0
1514,19970406.0,No Cause,No Fire,54.88357670792891,-119.30444681455717,0.0
1515,20111116.0,No Cause,No Fire,48.99964988453035,-121.50386988590554,0.0
1516,19701220.0,No Cause,No Fire,54.00448900767592,-117.2968173171177,0.0
1517,20061216.0,No Cause,No Fire,53.1667863614592,-120.39358933836215,0.0
1518,19730315.0,No Cause,No Fire,59.98118954099304,-116.56430809210106,0.0
1519,19790314.0,No Cause,No Fire,54.19638644069033,-128.55925965020643,0.0
1520,19780304.0,No Cause,No Fire,48.177424684164976,-123.86635354496475,0.0
1521,20050804.0,No Cause,No Fire,58.437703106608915,-128.42530845007374,0.0
