FIRE_NO,IGN_DATE,FIRE_CAUSE,FIRE_TYPE,LATITUDE,LONGITUDE,SIZE_HA
N40924,20060927.17,Person,Fire,51.766999999999996,-117.0253,35.0
G90139,20020614.223,Lightning,Fire,58.7668,-122.8847,3.0
G70035,20000425.155,Person,Fire,55.5383,-120.7017,132.0
V80756,20131004.1,Person,Fire,50.1195,-126.0222,5.0
G90423,20040725.1631,Lightning,Fire,58.4265,-121.7293,5.0
V60108,20140618.12,Unknown,Fire,48.45,-123.8842,2.6
V10624,20090706.05,Person,Fire,49.2173,-122.1356,24.0
N61615,20170807.1738,Lightning,Fire,49.542,-118.5224,2500.0
C50054,20010510.14,Person,Fire,52.4725,-125.3812,10.0
K51659,20190903.1502,Lightning,Fire,49.2823,-119.9027,6.0
G40490,20100803.1306,Lightning,Fire,53.7853,-124.8579,600.0
N20376,20120819.2121,Lightning,Fire,50.3374,-116.0347,25.0
K50389,20150719.15,Unknown,Fire,49.9327,-119.5202,2.5
G90083,20030516.16,Person,Fire,58.0333,-123.075,800.0
V10173,20160703.12,Person,Fire,49.1357,-123.0066,78.0
K60138,20100711.1,Person,Fire,50.16670000000001,-120.854,3.0
G90321,20120729.2,Lightning,Fire,59.6666,-122.2583,2.8000000000000003
C40043,20100505.14,Person,Fire,51.9041,-121.7304,10.0
K10260,20030728.161,Person,Fire,51.6555,-119.6745,22.3
N40713,20130924.14,Person,Fire,51.6858,-117.7071,17.0
G30068,20060427.18,Person,Fire,52.8735,-119.3088,3.4
K60028,20140411.15,Person,Fire,50.2714,-121.1167,5.0
V60210,20040630.12,Person,Fire,48.5398,-124.05,10.0
V80726,20131005.1,Person,Fire,50.0125,-126.0789,23.8
K60063,20020513.09,Person,Fire,50.0696,-120.8487,3.0
N10359,20010806.14,Person,Fire,50.2316,-114.9552,150.0
V51393,20090805.0323,Lightning,Fire,50.8873,-124.3947,6.25
G90145,20060510.15,Person,Fire,58.0912,-122.7197,2.2
G80144,20111027.1214,Person,Fire,56.24630000000001,-121.0318,8.5
G90301,20040710.1728,Lightning,Fire,59.4053,-120.9468,15.0
G50574,20180606.1829,Lightning,Fire,55.7421,-125.3682,9.0
N53114,20181005.12,Person,Fire,50.1287,-118.15899999999999,8.0
C51288,20180717.1854,Lightning,Fire,52.1922,-123.4726,46.0
V80722,20131005.1,Person,Fire,49.9772,-126.07799999999999,33.2
V30416,20120819.04,Lightning,Fire,50.5733,-122.8583,135.0
N11966,20170830.174,Lightning,Fire,49.0597,-114.3025,15448.8
K50547,20021104.16,Person,Fire,49.0219,-119.3918,2.0
V10407,20160819.083,Person,Fire,49.09240000000001,-121.7977,17.2
C50418,20090730.2227,Lightning,Fire,51.8358,-123.7955,66571.0
G70043,20160418.153,Person,Fire,55.7168,-121.2,641.0
G50075,20000511.1236,Person,Fire,54.5348,-124.838,6.0
G90239,20120722.1745,Lightning,Fire,59.58940000000001,-123.6732,3960.0
G80058,20140514.1336,Person,Nuisance Fire,56.3425,-121.1242,2.0
N20480,20140827.143,Person,Fire,50.3986,-116.0012,3.9
N60003,20120413.13,Person,Fire,49.1845,-118.4478,14.5
V30216,20130707.1554,Lightning,Fire,50.1694,-122.4678,31.0
G60376,20140717.1327,Lightning,Fire,56.3432,-123.4607,7979.49
G91569,20180728.2313,Lightning,Fire,58.68700000000001,-122.6489,2.3000000000000003
R90092,20140715.16,Lightning,Fire,59.723000000000006,-129.422,3.7
K70207,20180515.053,Person,Fire,50.8926,-122.2315,5.0
G40016,20050424.13,Person,Fire,53.9131,-123.9695,3.0
K70443,20160831.003,Person,Fire,50.20180000000001,-121.5862,538.0
G80084,20160420.16,Person,Fire,56.72,-121.6509,4.2
K50628,20030816.0155,Lightning,Fire,49.7093,-119.6875,25912.0
K10401,20040724.2205,Lightning,Fire,52.4373,-119.8038,62.7
V13169,20190305.1201,Person,Fire,49.276,-121.9199,30.0
N50324,20020808.16,Lightning,Fire,49.1067,-117.4727,2.0
N51042,20170712.12,Person,Fire,50.1311,-118.1499,24.1
K60897,20180621.1951,Lightning,Fire,50.3366,-121.2572,2.5
N41525,20180727.1833,Lightning,Fire,50.98090000000001,-116.1457,1334.0
C10061,20040518.163,Person,Fire,52.8483,-123.5367,3.9
R10672,20180620.2,Lightning,Fire,54.2821,-125.3508,134.0
G50104,20140608.14,Unknown,Fire,54.401,-123.4286,4.9
C20006,20150408.14,Person,Fire,51.84990000000001,-122.4824,355.0
K20308,20150707.12,Person,Fire,50.5699,-120.2295,3.7
G70482,20031004.1955,Person,Fire,55.6967,-120.4393,2.0
C50114,20040620.1257,Lightning,Fire,52.1277,-125.1375,456.4
G10047,20050509.1345,Person,Fire,53.8455,-122.6892,2.1
G60118,20150525.143,Lightning,Fire,55.3929,-124.0926,44.0
V11173,20090729.16,Lightning,Fire,49.8418,-121.2759,14.81
G70119,20000604.113,Person,Fire,55.9667,-120.6,22.0
K40045,20180426.1425,Person,Fire,50.7689,-119.727,8.0
C10695,20170707.1523,Lightning,Fire,52.69300000000001,-122.5015,20.0
V91203,20090729.14,Lightning,Fire,50.1832,-126.4547,2.67
G90429,20030821.1933,Lightning,Fire,58.727,-122.5703,2.0
N42446,20180801.1655,Lightning,Fire,52.25660000000001,-118.1277,34.0
G30320,20130810.1926,Lightning,Fire,53.655,-120.1683,16.5
G90327,20150629.1912,Lightning,Fire,59.8586,-124.4192,26.6
C40175,20000807.12,Person,Fire,51.35,-121.75,2.0
G10277,20170601.2002,Lightning,Fire,54.1409,-123.3637,63.7
K60096,20090501.1445,Person,Fire,49.9945,-120.9866,12.5
V80748,20131009.1,Person,Fire,49.78100000000001,-126.5195,13.4
V12169,20180804.11,Lightning,Fire,49.7387,-121.2168,281.7
K50104,20120602.163,Person,Fire,49.2116,-119.8417,5.9
C10459,20090802.07,Person,Fire,53.12280000000001,-124.3393,5.7
G50157,20140702.1502,Lightning,Fire,54.3767,-123.9953,2.0
G80135,20100610.1327,Lightning,Fire,56.71100000000001,-121.6168,80.0
G80015,20000419.141,Person,Fire,56.8553,-121.2728,4.0
VA0191,20120726.16,Person,Fire,52.37880000000001,-126.6514,4.0
C50183,20100727.184,Lightning,Fire,52.13500000000001,-123.4733,5269.6
G41607,20180730.115524,Person,Fire,53.3716,-124.5842,20200.0
C10395,20040724.1801,Lightning,Fire,52.8115,-121.8779,3.5
N70183,20040715.1611,Lightning,Fire,51.0369,-117.2449,90.0
G40322,20090731.1458,Lightning,Fire,53.5091,-124.0447,2.4
V60575,20030902.14,Person,Fire,48.77500000000001,-123.7008,3.0
K70733,20110918.123,Person,Fire,50.35160000000001,-121.3914,5.0
R40030,20170417.16,Person,Fire,55.5366,-127.8604,2.2
N21173,20170710.1719,Lightning,Fire,50.9893,-115.8298,4833.0
K30006,20040402.163,Person,Fire,50.5467,-119.11,3.5
K10544,20060705.2059,Lightning,Fire,52.40770000000001,-120.0475,138.0
G70037,20151220.141,Person,Fire,56.0502,-121.9613,272.1
K60500,20030808.1708,Lightning,Fire,49.306999999999995,-120.7403,5.0
N40354,20140803.1434,Lightning,Fire,51.9307,-118.387,48.7
G10571,20100813.1817,Lightning,Fire,54.3087,-121.1319,13.0
G10031,20100414.14,Person,Fire,54.093999999999994,-123.1472,20.0
N40752,20090821.022,Lightning,Fire,51.103,-118.2852,2.0
G70789,20061001.14,Person,Fire,56.0958,-121.0885,2.0
G90065,20100429.173,Person,Fire,58.7445,-122.621,8.6
N50411,20030810.15,Lightning,Fire,50.6281,-117.3931,3.8
G80764,20060911.173,Person,Fire,56.2897,-120.6552,15.0
N10608,20130825.16,Lightning,Fire,49.0518,-115.07799999999999,2.9
G90175,20150525.2256,Lightning,Fire,58.96,-124.2968,18070.6
G90105,20150523.1421,Person,Nuisance Fire,58.8233,-125.2417,200.0
G80051,20090504.12,Person,Fire,56.5598,-120.6995,96.0
K70498,20040813.22,Lightning,Fire,50.1135,-121.8572,146.0
G40545,20120820.12,Lightning,Fire,53.6953,-124.895,2.6
G90203,20020620.2,Lightning,Fire,58.9305,-122.9077,60.0
G31725,20180731.12,Lightning,Fire,52.4803,-119.3448,6.1000000000000005
G80001,20160401.1607,Person,Nuisance Fire,56.5371,-120.7946,25.0
C10139,20020609.12,Person,Fire,53.2045,-123.0072,6.0
G10023,20030430.23,Person,Fire,54.1642,-123.1377,20.0
G70139,20060509.193,Person,Fire,55.84090000000001,-121.6734,7.2
R10006,20040411.15,Person,Fire,54.2422,-125.7633,3.7
G90213,20010817.1756,Lightning,Nuisance Fire,58.13330000000001,-124.0,2.5
V80030,20120518.103,Person,Fire,49.5951,-125.0168,2.3000000000000003
K50100,20110622.163,Lightning,Fire,49.5583,-119.2797,2.0
K60316,20040716.135,Lightning,Fire,49.9863,-121.05799999999999,34.0
N70820,20030827.1622,Lightning,Fire,49.3097,-116.6587,4836.0
G52679,20180717.1936,Lightning,Fire,56.0215,-127.0582,3.0
N50854,20060907.093,Lightning,Fire,50.3808,-117.3908,67.0
K21128,20180712.1113,Person,Fire,50.6802,-120.2309,545.0
C50125,20140802.2128,Lightning,Fire,52.6948,-124.4171,5.2
N52849,20180811.1159,Lightning,Fire,50.11210000000001,-118.1721,250.0
R50185,20040627.17,Lightning,Fire,56.4528,-128.5403,20.0
G70702,20180621.1009,Person,Nuisance Fire,56.0505,-120.3492,260.0
K20328,20010914.1615,Person,Fire,50.9866,-120.2913,2.0
C40044,20000419.11,Person,Fire,51.8352,-120.6762,16.0
K10377,20040724.2043,Lightning,Fire,52.6265,-120.1544,16.0
K70505,20130807.1635,Lightning,Fire,50.86530000000001,-122.6765,8.9
K60331,20120725.1354,Lightning,Fire,50.1518,-120.7113,9.1
C50034,20140501.1,Person,Fire,52.4577,-125.2809,16.5
G92336,20180728.2329,Lightning,Fire,58.19580000000001,-122.0555,6.1000000000000005
G90229,20140714.1915,Lightning,Fire,59.35780000000001,-121.15,13.0
G10208,20130731.14,Person,Fire,53.8518,-122.9781,9.8
N60947,20000817.15,Person,Fire,49.122,-118.6678,90.0
G90301,20180520.1557,Lightning,Fire,58.41690000000001,-123.6601,542.7
V50037,20030606.1015,Person,Fire,49.5308,-123.8815,2.5
G90115,20130613.2256,Lightning,Fire,59.6768,-122.2089,6.4
C50033,20090425.1345,Person,Fire,52.4442,-125.294,2.4
C40061,20000427.11,Person,Fire,51.54020000000001,-121.9217,2.7
C50035,20020424.12,Person,Fire,51.93,-123.1408,2.0
N40390,20140805.2233,Lightning,Fire,51.9433,-118.7936,4.9
K20242,20000814.15,Person,Fire,50.78,-120.3533,4.0
V71330,20101001.12,Person,Fire,48.8532,-124.9212,12.0
R91233,20190802.054311,Lightning,Fire,57.8689,-132.023,4600.0
K60647,20060724.2155,Lightning,Fire,50.4256,-121.2838,6.0
G40071,20180429.1,Person,Fire,54.14570000000001,-124.9164,2.0
R90032,20000602.155,Person,Fire,57.65,-128.15,9000.0
K70642,20110911.04,Person,Fire,50.6985,-121.9268,2.0
N50797,20030826.0951,Lightning,Fire,51.07980000000001,-117.5658,200.0
G10365,20160808.1755,Lightning,Fire,54.52350000000001,-123.5009,2.3000000000000003
K70001,20060402.123,Person,Fire,50.2903,-121.5137,204.0
N11984,20170831.15,Person,Fire,49.0044,-114.4116,903.1
C10017,20030408.12,Person,Fire,52.6783,-122.3667,2.0
G90114,20130622.2036,Lightning,Fire,59.31630000000001,-121.9261,209.7
K10307,20001012.1,Person,Fire,51.9053,-119.7875,7.0
N70813,20090901.1342,Lightning,Fire,50.4429,-116.8579,29.5
N12413,20180810.18,Lightning,Fire,49.8293,-115.9438,714.0
C31005,20170706.16,Lightning,Fire,52.405,-121.5461,196.0
V50150,20190430.15,Person,Fire,49.5148,-123.9448,2.5
K40550,20120814.145,Person,Fire,50.25380000000001,-119.3576,35.0
G90112,20170518.1258,Lightning,Fire,58.5915,-120.3531,2.8000000000000003
C40154,20040622.1358,Lightning,Fire,52.0298,-120.3911,3.0
V70019,20020507.052,Person,Nuisance Fire,49.1342,-123.8362,5.0
N10279,20150704.18,Lightning,Fire,49.8198,-116.6105,189.0
G70586,20100819.03,Person,Fire,55.34050000000001,-121.5287,3.0
N10204,20110803.2,Person,Fire,49.61790000000001,-115.9641,3.3000000000000003
V80363,20000922.15,Person,Fire,50.0833,-126.8833,4.6000000000000005
K60391,20100806.1538,Lightning,Fire,50.2774,-120.3878,60.0
C32805,20180731.0115,Lightning,Fire,52.6023,-121.0844,10.5
G90036,20110529.1425,Lightning,Fire,59.7333,-126.6367,4.9
K10378,20040724.2048,Lightning,Fire,52.66670000000001,-120.1198,67.8
C50002,20140404.1608,Person,Fire,51.9894,-123.1491,8.5
G92068,20170906.07,Person,Fire,57.7406,-123.6894,173.5
G50588,20180620.1307,Lightning,Fire,54.4821,-124.7984,2.5
N20497,20090801.1345,Lightning,Fire,49.9893,-115.7691,2.8000000000000003
K20270,20020806.15,Person,Fire,50.742,-120.3957,25.0
V92443,20180810.2,Lightning,Fire,50.18680000000001,-126.8701,260.0
N41938,20180801.0207,Lightning,Fire,50.88330000000001,-117.87200000000001,3.0
C50566,20180619.18,Lightning,Fire,51.8609,-124.7592,50.0
R90106,20040621.16,Lightning,Fire,59.79170000000001,-130.85930000000002,9500.0
K20107,20020703.19,Person,Fire,50.7164,-120.3726,2.0
K40663,20060723.2344,Lightning,Fire,50.6738,-118.3076,63.0
G50527,20090820.2038,Lightning,Fire,54.8401,-125.2167,2.25
R30005,20010416.213,Person,Fire,54.7445,-127.032,2.5
R10243,20100728.1847,Lightning,Fire,53.44470000000001,-126.6258,43.2
G80341,20180520.19,Lightning,Fire,57.10720000000001,-121.6197,1700.0
R90039,20100609.1939,Lightning,Fire,57.9982,-130.68710000000002,2300.0
N71191,20170719.0226,Lightning,Fire,49.2419,-116.2968,3.6
V91119,20180704.2324,Lightning,Fire,51.8303,-125.8644,12313.0
G70011,20140419.13,Person,Fire,55.84200000000001,-121.6669,5.5
R50256,20190512.1301,Person,Fire,54.0835,-128.4554,2.7
K10422,20040724.2249,Lightning,Fire,52.3417,-119.8583,490.0
K52164,20180804.1715,Person,Fire,49.1842,-119.5712,3.5
R20105,20100728.0226,Lightning,Fire,53.8324,-126.7061,18.0
C20062,20090502.12,Person,Fire,51.9574,-122.4688,900.0
K10012,20040406.145,Person,Fire,51.6062,-119.9179,17.1
G80086,20040517.1531,Person,Fire,56.854,-122.836,2.0
V80297,20160802.12,Person,Fire,50.1907,-125.5214,7.0
R10442,20170628.08,Person,Fire,54.06180000000001,-125.3162,5.2
N10542,20110909.1325,Lightning,Fire,49.28590000000001,-114.6367,6.8
N10307,20150707.12,Lightning,Fire,49.5503,-116.5723,200.0
G40801,20170708.09364,Unknown,Fire,53.6092,-123.6682,250.0
C50246,20010903.1,Person,Fire,52.13820000000001,-125.561,2.0
C20023,20060425.12,Person,Fire,52.3273,-122.2752,2.3000000000000003
G90091,20110805.1502,Lightning,Fire,59.4073,-122.0178,6.5
C50063,20000419.12,Person,Fire,51.9279,-123.151,23.6
C20454,20090801.193,Lightning,Fire,52.4894,-123.1361,55.0
G50360,20090731.162,Lightning,Fire,54.8738,-125.3707,70.0
V12710,20180820.15,Person,Fire,49.6389,-122.5788,95.0
G90131,20040614.1545,Lightning,Fire,58.3196,-122.0752,5.0
G51601,20170806.16,Lightning,Fire,56.34670000000001,-127.1303,4.0
K10367,20011003.11,Person,Fire,52.5118,-119.437,6.0
C31072,20170707.1605,Lightning,Fire,52.8296,-121.5526,1712.0
G70006,20050420.21,Person,Nuisance Fire,55.66670000000001,-121.2,5.0
G10479,20060703.1925,Lightning,Fire,54.7443,-123.7453,47.0
G90207,20170529.2142,Lightning,Fire,58.4639,-122.2199,7.27
N40490,20130813.12,Lightning,Fire,51.6618,-116.9311,6.9
VA0194,20040621.1927,Lightning,Fire,52.22510000000001,-126.0258,360.0
G80636,20100928.17,Person,Fire,56.4166,-122.1394,36.4
G60081,20100323.06,Person,Fire,55.6098,-123.8121,9.6
K51708,20190905.140019,Lightning,Fire,49.74780000000001,-120.1287,11.0
G70121,20140620.23,Person,Fire,55.6983,-121.5512,3.5
V92348,20180801.2027,Lightning,Fire,51.76170000000001,-125.4193,19050.199
C10221,20100727.1835,Lightning,Fire,52.5445,-122.5031,2759.9
G91470,20180725.1657,Lightning,Fire,59.8003,-121.4834,20.8
V90410,20010123.09,Person,Fire,50.74100000000001,-126.312,5.0
R90128,20120810.173,Lightning,Fire,59.523300000000006,-128.7878,36.6
K50962,20050924.183,Person,Fire,49.8049,-120.0984,3.2
N70540,20000806.1511,Lightning,Fire,50.0692,-116.8262,150.0
R80104,20150315.12,Person,Fire,54.229,-130.2852,3.7
V10024,20160508.0053,Person,Fire,49.3767,-121.8401,4.3
K61278,20060904.16,Lightning,Fire,49.0167,-120.5667,5400.0
N52723,20180811.1553,Lightning,Fire,49.5583,-118.2178,548.0
G80005,20140413.11,Person,Fire,56.5217,-121.7772,2.0
G90066,20100430.1137,Person,Nuisance Fire,58.7512,-122.6143,3.0
K50050,20000603.135,Person,Fire,49.0835,-119.7094,2.0
K70632,20130811.1945,Person,Fire,50.4087,-121.3672,2.1
N70288,20060724.0103,Lightning,Fire,50.1154,-117.0365,3.0
C20007,20140409.143,Person,Fire,51.9404,-122.5098,2.5
K20025,20010421.13,Person,Fire,51.2458,-119.9245,2.0
N70624,20150813.192,Lightning,Fire,49.15940000000001,-116.6703,480.0
C50060,20020429.1652,Person,Nuisance Fire,52.5,-125.3333,2.0
C10011,20160402.14,Person,Fire,52.56,-122.4842,8.0
G70033,20160418.140812,Unknown,Fire,56.0486,-122.0364,40.0
G80869,20180621.1345,Lightning,Smoke Chase,57.5185,-120.9791,15.0
C40429,20090801.081,Lightning,Fire,51.0294,-121.8797,20925.0
C50041,20140502.113,Person,Fire,51.8814,-123.0662,9.0
VA0955,20100802.2116,Lightning,Fire,52.77990000000001,-126.5814,4552.6
K50430,20190531.1715,Person,Fire,49.4782,-119.5394,2.5
K40241,20020725.16,Lightning,Fire,50.1971,-118.2844,9.5
C51908,20180801.0404,Lightning,Fire,52.3827,-123.6512,3.4
G51632,20180730.1532,Lightning,Fire,54.8414,-124.6383,8245.0
G80430,20180528.1211,Person,Nuisance Fire,57.1188,-121.3561,4.0
N20751,20030819.163,Lightning,Fire,50.5167,-115.7839,102.0
K60276,20030730.1745,Lightning,Fire,49.2787,-120.237,2.0
R51572,20180728.18,Lightning,Fire,53.48560000000001,-127.7353,39.7
K20117,20010609.134,Person,Fire,50.7989,-120.3068,12.0
C50044,20150515.134,Lightning,Fire,52.5841,-125.4919,2.9
G10597,20190614.130433,Lightning,Fire,54.92100000000001,-122.8639,2.7
C30219,20030716.1852,Lightning,Fire,52.1843,-121.0766,2.5
N61874,20170824.113,Person,Fire,49.2178,-118.7388,2.1
R40130,20180507.12,Person,Fire,55.66690000000001,-128.25560000000002,75.0
V10416,20180527.1328,Person,Fire,49.6372,-122.5905,37.0
C20234,20020729.11,Person,Fire,52.0306,-121.975,2.0
K10619,20030811.1622,Lightning,Fire,52.3687,-119.7689,14.6
C20016,20100414.16,Person,Fire,52.1011,-121.9974,10.0
G90321,20140729.2202,Lightning,Fire,59.7513,-120.2813,16.9
V80727,20131009.08,Person,Fire,50.0067,-126.0522,37.3
C50090,20030609.163,Lightning,Fire,52.3445,-125.0537,2.7
C20255,20100727.1843,Lightning,Fire,52.38670000000001,-122.8934,602.5
C40066,20000427.123,Person,Fire,51.55,-121.5583,10.0
N60232,20150630.2044,Lightning,Fire,49.0703,-118.8187,4.9
C50026,20150503.1,Person,Fire,52.1125,-123.4348,25.0
G90314,20140729.1906,Lightning,Fire,58.7933,-120.9492,36.7
K72289,20180806.14,Lightning,Fire,50.58790000000001,-122.4996,848.0
C42820,20180811.1817,Lightning,Fire,52.148,-120.6935,350.0
K10588,20130806.1154,Lightning,Fire,52.2541,-119.8345,2.0
K50124,20110703.1542,Person,Fire,49.8448,-119.62799999999999,2.0
K60492,20130806.13,Lightning,Fire,49.43899999999999,-120.7814,2.3000000000000003
K20532,20110402.13,Unknown,Fire,50.6749,-120.5208,9.7
G80345,20190424.10021,Person,Fire,57.00530000000001,-122.7572,3.0
G90092,20150522.1359,Lightning,Fire,58.95050000000001,-122.2742,4.3
N70166,20100718.14,Lightning,Fire,49.10570000000001,-116.4111,2.1
G90133,20010701.15,Lightning,Fire,59.0,-122.05,6.0
G70309,20060627.2006,Lightning,Fire,54.4403,-120.6529,12051.0
K40351,20030806.03,Lightning,Fire,50.211999999999996,-118.3975,3.9
R20058,20140702.0455,Lightning,Fire,54.3894,-126.9285,5.6000000000000005
C20017,20090415.1705,Person,Fire,52.1098,-121.9915,8.4
K20054,20100514.153,Person,Fire,50.61940000000001,-120.4506,5.6000000000000005
K41334,20060908.14,Person,Fire,50.0348,-118.774,200.0
K60055,20040503.1,Person,Fire,49.83170000000001,-120.5193,2.0
K50269,20140715.0106,Unknown,Fire,49.1101,-119.6023,8.2
K50247,20150629.1458,Lightning,Fire,49.0032,-119.9053,588.0
G70088,20020527.1315,Person,Fire,55.925,-120.3167,8.0
G60245,20040624.1739,Lightning,Fire,56.1212,-123.1893,25.3
G40886,20180623.173536,Unknown,Fire,53.5645,-123.94,144.1
C50125,20040620.1524,Lightning,Fire,52.2483,-125.7467,22745.0
K41809,20180731.1939,Lightning,Fire,50.3154,-118.781,20.0
G80200,20040623.12,Lightning,Fire,58.13050000000001,-120.5703,800.0
C50015,20140413.13,Person,Fire,51.42180000000001,-124.0622,8.0
C11081,20171212.1645,Lightning,Fire,53.1452,-120.8211,226.39
K50419,20020829.1815,Person,Fire,49.2497,-119.5977,7.0
N70061,20010522.18,Person,Fire,49.9,-117.0,2.1
K10295,20000925.17,Person,Fire,52.29830000000001,-119.255,14.6
G50494,20060705.17,Lightning,Fire,54.3588,-124.3907,2.0
N51470,20170720.1831,Lightning,Fire,50.9951,-117.5447,310.3
R41980,20180731.2007,Lightning,Fire,55.5625,-127.806,562.0
N20235,20140727.13,Lightning,Fire,50.555,-115.6233,240.0
C50122,20150630.1549,Lightning,Fire,52.1,-123.7262,3.0
C40033,20140430.111,Person,Fire,51.7636,-121.0485,7.7
C50076,20120714.1835,Lightning,Fire,52.1498,-123.8561,9.0
N51683,20170720.1513,Lightning,Fire,50.00980000000001,-117.7023,39.5
K30236,20030724.22,Person,Fire,50.8827,-118.9103,100.12
G70036,20020509.16,Person,Fire,55.7862,-121.4952,3.5
C50508,20040815.171,Lightning,Fire,52.8038,-126.27799999999999,135.0
K20659,20040920.16,Person,Fire,51.3245,-120.3453,2.5
N50419,20170626.1731,Lightning,Fire,50.0129,-117.3382,5.5
K21023,20130330.163,Person,Fire,50.56650000000001,-121.2938,2.0
G80084,20100512.12,Person,Fire,56.25870000000001,-121.4208,470.0
K60058,20190415.13,Unknown,Fire,50.125,-120.2791,112.0
K21668,20180731.021,Lightning,Fire,51.6088,-119.7511,37.0
C50192,20141006.1,Person,Fire,51.4352,-124.0607,12.0
C20086,20140713.1513,Person,Fire,52.36,-122.3438,122.0
R40025,20050426.16,Person,Fire,55.6576,-128.1987,14.0
C40030,20160411.123,Person,Fire,51.21420000000001,-121.2385,26.0
C50419,20131024.14,Person,Fire,52.4371,-125.3943,5.0
C20108,20120718.1117,Lightning,Fire,52.1511,-122.3133,5.0
K40486,20060715.2037,Person,Fire,50.4545,-119.6178,2.0
G10389,20060703.155,Lightning,Fire,53.4025,-123.4672,1553.2
N40544,20090801.1914,Lightning,Fire,50.8585,-118.1798,2.0
C20201,20100727.1956,Lightning,Fire,52.2032,-122.3,291.2
C10005,20190331.1601,Person,Nuisance Fire,53.02800000000001,-122.631,3.0
N10741,20150821.1501,Lightning,Fire,49.18700000000001,-115.5937,1250.0
C10254,20100727.1902,Lightning,Fire,52.4076,-122.7035,47.0
G50376,20090731.1522,Lightning,Fire,56.1948,-126.0017,60.0
G90227,20000725.11,Lightning,Fire,59.1942,-120.5198,2.0
N10013,20140414.13,Person,Fire,49.1112,-115.1094,4.3
K61480,20061026.12,Person,Fire,50.0039,-120.2925,14.0
G90221,20040624.163,Lightning,Fire,59.25,-128.1833,50.1
K20081,20040602.155,Person,Fire,50.5963,-121.3003,3.6
G70065,20040501.1345,Person,Fire,55.7821,-120.0592,2.8000000000000003
G90255,20050630.1648,Lightning,Fire,59.0636,-120.09200000000001,5.6000000000000005
K60505,20020928.08,Person,Fire,50.2171,-121.0918,2.41
R90049,20160627.143,Person,Fire,56.71120000000001,-130.6707,100.0
C10161,20060702.2136,Lightning,Fire,53.148300000000006,-124.1167,11500.0
G70046,20130507.132,Person,Fire,55.8689,-121.5978,9.0
G90086,20130518.2345,Lightning,Fire,59.383,-120.178,53.3
C50043,20090430.08,Person,Fire,52.0825,-123.6666,100.0
R32182,20180731.22,Lightning,Fire,55.1115,-126.65299999999999,2524.0
G70446,20060704.11,Lightning,Fire,55.42890000000001,-122.1781,118.0
N41630,20180730.1457,Lightning,Fire,52.0096,-118.4993,2.0
R40012,20050424.16,Person,Fire,55.5353,-127.8556,3.2
V80337,20150719.1101,Person,Fire,49.9908,-125.3628,3.3000000000000003
K70611,20030810.22,Lightning,Fire,50.1461,-121.6546,561.0
G60103,20030531.15,Lightning,Fire,56.54830000000001,-124.0083,4.0
G80032,20110522.1313,Lightning,Fire,56.4239,-120.0376,10.2
G30192,20050530.1722,Lightning,Fire,52.4587,-118.6387,100.0
G90304,20160713.1905,Lightning,Duplicate,58.66670000000001,-120.8167,3.5
C10042,20010506.143,Person,Fire,52.97960000000001,-123.8102,40.0
K72334,20180320.12,Person,Fire,50.26130000000001,-121.5898,76.0
C20708,20170707.1503,Lightning,Fire,52.1332,-122.00399999999999,4121.7
G90318,20160713.1458,Lightning,Fire,59.2096,-122.1478,3.2
G90109,20130614.2212,Lightning,Fire,59.92480000000001,-120.9222,66.0
N10694,20150814.2151,Lightning,Fire,49.1294,-115.1129,2.1
G30372,20130814.12,Lightning,Fire,52.9697,-119.8511,5.0
R12270,20180731.1745,Lightning,Fire,53.4735,-125.6034,9253.0
N60479,20150720.0741,Lightning,Fire,49.0686,-118.2921,6.8
G90261,20050701.1509,Lightning,Fire,59.5401,-120.529,4.4
C50015,20160407.1412,Person,Fire,52.4588,-125.2852,10.5
C50373,20170625.11,Unknown,Fire,51.9409,-124.9208,3.3000000000000003
G70041,20140507.19,Person,Fire,56.0336,-121.9558,3.0
G90536,20041026.09,Person,Fire,59.4917,-121.6257,16.0
G80788,20180621.15,Lightning,Fire,56.5928,-120.2317,4.0
N40134,20060704.1832,Lightning,Fire,51.4083,-117.175,12.0
V30363,20120727.2013,Lightning,Fire,49.8815,-123.0624,46.0
C10151,20090612.1518,Lightning,Fire,53.35140000000001,-123.6977,15.0
R90393,20190527.180049,Lightning,Fire,59.8393,-128.1051,5.0
G50041,20040421.15,Person,Fire,54.7497,-125.2308,8.0
G51281,20180717.1814,Lightning,Fire,54.7933,-125.0923,2.0
G30192,20040623.1225,Lightning,Fire,53.4118,-120.8409,3.0
K21539,20190826.153134,Unknown,Fire,50.7818,-121.0947,41.0
G80729,20180621.1318,Lightning,Fire,57.0275,-122.4656,25.0
R30015,20030429.14,Person,Fire,54.6672,-127.0693,4.0
G90109,20030605.1104,Person,Nuisance Fire,58.64400000000001,-127.0013,25.0
C31306,20170716.0521,Lightning,Fire,52.7988,-120.7082,872.0
R40140,20040623.15,Lightning,Fire,55.5718,-128.3657,3.99
K20251,20030727.02,Person,Fire,50.6285,-120.4677,3.0
G90210,20100606.1451,Lightning,Fire,58.6314,-127.6646,2603.5
N70398,20040710.2253,Lightning,Fire,51.0378,-117.2722,80.0
C50839,20180622.1452,Person,Fire,52.14590000000001,-125.5296,91.4
G90178,20130707.1258,Lightning,Fire,59.10760000000001,-121.1797,17.0
